global_index,turn_id,dialogue_id,turn_index,conversation_id,persuader_turn_index,n_turns_in_dialogue,annotator,strategies,categories,n_labels,flags,note,text
8867,20180904-050435_387_live#t010,20180904-050435_387_live,10,765,5,22,abhishek,donation_procedure_information,Information Provision,1,,CoT: Answers a trust question by explaining that requesters (research team) handle the donation mechanics (donation_procedure_information).,"The requesters on the survey will handle the donations at the end of the study, you can contact them if you require more information"
8868,20180904-050435_387_live#t012,20180904-050435_387_live,12,765,6,22,abhishek,personal_credibility,Credibility Appeal,1,,"CoT: Discloses the Persuader's personal background (US-born, Air Force veteran) in response to a direct personal question, establishing standing/rapport-adjacent credibility (personal_credibility).","born, bred, and an air force veteran here in the US"
8869,20180904-050435_387_live#t014,20180904-050435_387_live,14,765,7,22,abhishek,emotion_appeal|empathy_and_perspective_taking,Emotional Appeal,2,,"CoT: Description of children begging for food/water from soldiers evokes distress (emotion_appeal). 'don't you agree?' explicitly invites the Persuadee to share the emotional reaction, a perspective-taking prompt (empathy_and_perspective_taking). Both survive removal test.","there are indeed a lot of people here that need help as well, but those people here have better access to government and private services and programs, most people in developing countries do not, in the books ive read lots of children beg for MREs and bottles of water from soldiers, id like to never have to read about that in another military biography, don't you agree?"
8870,20180904-050435_387_live#t016,20180904-050435_387_live,16,765,8,22,abhishek,self_modeling|in_group_appeal,Social Influence,2,,CoT: 'i will match whatever donation you choose' offers the Persuader's own matched contribution as a commitment/example (self_modeling). Emphasizing 'those here in america' after the Persuadee raised domestic need invokes shared national identity (in_group_appeal). Both survive removal test.,"well thank you for being a foster parent, a very noble thing. If you makes you feel better i will match whatever donation you choose to donate and do the same amount in surveys for the american red cross and the national parks system if that would make you feel better, both charitys go to helping those here in america"
8871,20180904-050435_387_live#t018,20180904-050435_387_live,18,765,9,22,abhishek,persistent_repetition|incremental_ask,Commitment and Consistency|Threat and Pressure,2,,CoT: Persuadee already declined ('not in a place to donate'); Persuader pushes again ('are you sure you cant even donate') (persistent_repetition). Simultaneously proposes a smaller concrete amount (10 or 20 cents) to close the gap (incremental_ask). Both survive removal test.,"that is unfortuante are you sure you cant even donate 10 or 20 cents, like i said ill do surveys on survey monkey to match your donation on here"
8872,20180904-050435_387_live#t020,20180904-050435_387_live,20,765,10,22,abhishek,donation_procedure_information,Information Provision,1,,"CoT: Asks the Persuadee to state an official amount between $0 and $2 for the requesters, procedural framing rather than a new persuasive push (donation_procedure_information).",alright well if you cant donate i understand can you please state for the requesters how much you would like to donate to make if offical anywhere between 0 and 2 dollars
8873,20180904-064114_258_live#t000,20180904-064114_258_live,0,787,0,20,abhishek,,,0,empty_set,CoT: Bare greeting at opening turn with no persuasion content. Empty set per convention.,"Hello, how are you?"
8874,20180904-064114_258_live#t002,20180904-064114_258_live,2,787,1,20,abhishek,personal_related_inquiry,Relational and Interactive,1,,CoT: Asks about the Persuadee's general donation habits (personal_related_inquiry).,"Okay, well do you donate much?"
8875,20180904-064114_258_live#t004,20180904-064114_258_live,4,787,2,20,abhishek,personal_related_inquiry,Relational and Interactive,1,,"CoT: Follows up asking why the Persuadee doesn't donate, continuing to probe personal habits (personal_related_inquiry).",Can I ask why not?
8876,20180904-064114_258_live#t006,20180904-064114_258_live,6,787,3,20,abhishek,self_modeling,Social Influence,1,,CoT: 'I was thinking of donating today though if you want to join' offers the Persuader's own intended donation as an invitation/example (self_modeling).,"I'm sorry to hear that, I was thinking of donating today though if you want to join."
8877,20180904-064114_258_live#t008,20180904-064114_258_live,8,787,4,20,abhishek,persistent_repetition|minimization_framing,Framing and Presentation|Threat and Pressure,2,,CoT: Persuadee already declined joining; re-asks pushing for a token amount (persistent_repetition). 'one cent' frames the ask as the smallest possible unit (minimization_framing). Both survive removal test.,Not even one cent?
8878,20180904-064114_258_live#t010,20180904-064114_258_live,10,787,5,20,abhishek,logical_appeal|minimization_framing,Rational Appeal|Framing and Presentation,2,,CoT: 'one cent can go a long way' is a reasoned claim about aggregate/marginal impact (logical_appeal); the same clause frames the unit as trivially small (minimization_framing). Both survive removal test as distinct functions of the same short clause -- the aggregation argument and the smallness framing.,I think one cent can go a long way.
8879,20180904-064114_258_live#t012,20180904-064114_258_live,12,787,6,20,abhishek,self_modeling,Social Influence,1,,CoT: Proposes both donating one cent together as a joint example ('if I donate one cent and you donate one cent') (self_modeling).,"Of course, I just think if I donate one cent and you donate one cent then we can both contribute."
8880,20180904-064114_258_live#t014,20180904-064114_258_live,14,787,7,20,abhishek,,,0,empty_set,CoT: Bare acknowledgment ('I can tell from your responses') with no persuasive content. Empty set per convention.,I can tell from your responses.
8881,20180904-064114_258_live#t016,20180904-064114_258_live,16,787,8,20,abhishek,self_modeling,Social Influence,1,,"CoT: States the Persuader's own donation commitment ('I'm going to donate one cent') as example, no longer pressuring the Persuadee (self_modeling).","Well, I'm going to donate one cent. You're free to do what you want."
8882,20180904-064114_258_live#t018,20180904-064114_258_live,18,787,9,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Pure closing thanks at conversation end (gratitude_and_appreciation).,"Thank you for your time, have a good day."
8883,20180904-093015_67_live#t000,20180904-093015_67_live,0,807,0,20,abhishek,obligation_pressure,Threat and Pressure,1,,"CoT: Opens directly with a repeated please-worded request to donate framed as something the Persuadee should do ('Will you help them out, please?'), asserting a moral ask at the very first turn without preamble (obligation_pressure).","Hello. I would like for you to donate some money to Save the Children, please. Will you help them out, please?"
8884,20180904-093015_67_live#t002,20180904-093015_67_live,2,807,1,20,abhishek,organization_information,Information Provision,1,,CoT: Neutrally describes the charity's mission (children's rights worldwide) without a trust claim (organization_information).,"Save the Children is an NGO that works across the world, for the rights of children, and they help them a lot."
8885,20180904-093015_67_live#t004,20180904-093015_67_live,4,807,2,20,abhishek,evidence_and_statistics,Rational Appeal,1,,"CoT: Concrete statistic (1,000 children killed/injured in two months of 2018) cited as proof of importance (evidence_and_statistics).","I don't know yet. But I know that it's an important cause. 1,000 children were killed or injured in the first two months of 2018, alone."
8886,20180904-093015_67_live#t006,20180904-093015_67_live,6,807,3,20,abhishek,gratitude_and_appreciation|incremental_ask,Reciprocity and Exchange|Commitment and Consistency,2,,CoT: 'Thank you so much' thanks the Persuadee for pledging $1 (gratitude_and_appreciation). Proposing $1.25 nudges the already-committed amount slightly upward to close a negotiation gap (incremental_ask). Both survive removal test.,Thank you so much. I would like to make sure that they get all of the help that they can. This is a very meaningful use of money. Is there any chance that you would consider $1.25?
8887,20180904-093015_67_live#t008,20180904-093015_67_live,8,807,4,20,abhishek,organizational_credibility|hope_and_positive_impact,Emotional Appeal|Credibility Appeal,2,,"CoT: 'highly-respected organization, with wide international impact' asserts reputation (organizational_credibility). 'your donation will go a long way' evokes an optimistic vision of impact (hope_and_positive_impact). Both survive removal test.","Okay. I can tell you that it is a highly-respected organization, with wide international impact. I imagine that your donation will go a long way!"
8888,20180904-093015_67_live#t010,20180904-093015_67_live,10,807,5,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Thanks the Persuadee and confirms the $1.25 pledge with appreciation (gratitude_and_appreciation).,"That's great, thanks so much! I'm so happy to put you down for $1.25."
8889,20180904-093015_67_live#t012,20180904-093015_67_live,12,807,6,20,abhishek,gratitude_and_appreciation|donation_procedure_information,Reciprocity and Exchange|Information Provision,2,,"CoT: 'much appreciated' continues thanking the Persuadee (gratitude_and_appreciation). Explains that the research team forwards donations to the charity, a procedural mechanic (donation_procedure_information). Both survive removal test.","Awesome, it's much appreciated! Did you know that the research team will collect the donations and send them straight to the charity?"
8890,20180904-093015_67_live#t014,20180904-093015_67_live,14,807,7,20,abhishek,donor_benefit|emotion_appeal,Emotional Appeal|Reciprocity and Exchange,2,,CoT: 'you should feel very good about your decision to donate' highlights the personal good feeling gained (donor_benefit). 'Children die from hunger all over the world' evokes sympathy/distress (emotion_appeal). Both survive removal test.,"It's very nice of them. Furthermore, you should feel very good about your decision to donate. Children die from hunger all over the world, and your donation will help them out."
8891,20180904-093015_67_live#t016,20180904-093015_67_live,16,807,8,20,abhishek,,,0,empty_set,CoT: Bare procedural check-in ('any questions before I submit your donation?') with no new persuasive content. Empty set per convention.,Do you have any questions that I can answer before I submit your donation?
8892,20180904-093015_67_live#t018,20180904-093015_67_live,18,807,9,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Pure closing thanks and praise for the Persuadee's donation (gratitude_and_appreciation).,"Okay. Well, please accept my sincere thanks. And I know that the children that you are helping so appreciate it...have a wonderful day!"
8893,20180904-080304_646_live#t000,20180904-080304_646_live,0,827,0,20,abhishek,,,0,empty_set,CoT: Bare greeting at opening turn with no persuasion content. Empty set per convention.,Good day how are you?
8894,20180904-080304_646_live#t002,20180904-080304_646_live,2,827,1,20,abhishek,rapport_building,Relational and Interactive,1,,"CoT: Small talk asking about the Persuadee's holiday, building warmth before any charity mention (rapport_building).",Very well thank you. Did you enjoy your holiday yesterday?
8895,20180904-080304_646_live#t004,20180904-080304_646_live,4,827,2,20,abhishek,source_related_inquiry,Relational and Interactive,1,,CoT: Directly asks whether the Persuadee has heard of Save the Children (source_related_inquiry).,Yes. Thank you. I would like to ask have you heard of the charity Save the Children?
8896,20180904-080304_646_live#t006,20180904-080304_646_live,6,827,3,20,abhishek,organization_information,Information Provision,1,,CoT: Neutrally describes what the charity does (better living conditions for children) without a specific trust claim (organization_information).,It is wonderful and does a lot of good around the world. They help children with better living conditions every day.
8897,20180904-080304_646_live#t008,20180904-080304_646_live,8,827,4,20,abhishek,,,0,empty_set,"CoT: Bare confirmation question about the amount the Persuadee already proposed ($2), no new persuasive content added. Empty set per convention.",Is that the amount that you feel comfortable with?
8898,20180904-080304_646_live#t010,20180904-080304_646_live,10,827,5,20,abhishek,minimization_framing,Framing and Presentation,1,,CoT: 'every little bit must help make a difference' frames the contribution scale as trivially impactful even though the Persuadee actually pledged the max (minimization_framing).,That is very generous of you. I feel every little bit must help make a difference.
8899,20180904-080304_646_live#t012,20180904-080304_646_live,12,827,6,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Confirms the $2 agreement with a thanks framing that reinforces the giving decision (gratitude_and_appreciation).,Then yes the 2 dollars is an agreement. Thank you again on their benefit.
8900,20180904-080304_646_live#t014,20180904-080304_646_live,14,827,7,20,abhishek,,,0,empty_set,CoT: Pure social closing pleasantry ('enjoy the beautiful day') with no persuasive or charity content. Empty set per convention.,I hope you enjoy the beautiful day and the rest of your week.
8901,20180904-080304_646_live#t016,20180904-080304_646_live,16,827,8,20,abhishek,source_citation,Credibility Appeal,1,,CoT: Provides a website link for the charity as an external reference (source_citation).,Thank you. And you can read about the charity at URL
8902,20180904-080304_646_live#t018,20180904-080304_646_live,18,827,9,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Pure closing thanks at conversation end (gratitude_and_appreciation).,Goodbye and thanks again
8903,20180904-032932_423_live#t000,20180904-032932_423_live,0,847,0,21,abhishek,donation_procedure_information,Information Provision,1,,"CoT: Opening ask tied directly to a portion of the task reward, matching the gap convention for donation_procedure_information (tied to HIT deduction mechanics rather than a bare inquiry).",Hello. Would you like to donate a portion of your reward to a charity called Save the Children?
8904,20180904-032932_423_live#t002,20180904-032932_423_live,2,847,1,21,abhishek,,,0,empty_set,CoT: Bare offer to provide more information ('Would you like to know more?') with no persuasive content itself. Empty set per convention.,Excellent! Would you like to know more about the charity first?
8905,20180904-032932_423_live#t004,20180904-032932_423_live,4,847,2,21,abhishek,organization_information,Information Provision,1,,"CoT: Neutrally describes the charity's mission (children's rights, developing countries) (organization_information).","Save the Children promotes children's rights, and helps children from developing countries."
8906,20180904-032932_423_live#t006,20180904-032932_423_live,6,847,3,21,abhishek,organization_information,Information Provision,1,,"CoT: Elaborates on the specific rights areas (health, education, safety) neutrally in response to a follow-up question (organization_information).","Your donation would help ensure children's rights to health, education, and safety. Many of these children live in developing or war-torn areas where these basic necessities are hard to come by."
8907,20180904-032932_423_live#t008,20180904-032932_423_live,8,847,4,21,abhishek,organizational_credibility,Credibility Appeal,1,,CoT: Answers a governance question by asserting the charity's credentials and independence from government/religious affiliation (organizational_credibility).,Save the Children has excellent credentials and is managed by a board of commercial CEOs and business leaders without any government or religious affiliation.
8908,20180904-032932_423_live#t010,20180904-032932_423_live,10,847,5,21,abhishek,organizational_credibility|emotion_appeal,Emotional Appeal|Credibility Appeal,2,,CoT: Founding year (1932) establishes longevity/legitimacy (organizational_credibility). 'don't have the same opportunities... live in very difficult conditions' evokes sympathy for the children served (emotion_appeal). Both survive removal test.,"Yes! Since 1932, Save the Children has been on the ground providing support to the most isolated and underserved children in rural America. Many of these children don't have the same opportunities as others and live in very difficult conditions."
8909,20180904-032932_423_live#t012,20180904-032932_423_live,12,847,6,21,abhishek,minimization_framing,Framing and Presentation,1,,CoT: 'every penny has a significant impact... even a small donation can have a large impact' frames tiny amounts as consequential (minimization_framing).,That's great! It is a worthwhile cause and every penny has a significant impact on these children's lives. Even a small donation can have a large impact in impoverished areas.
8910,20180904-032932_423_live#t014,20180904-032932_423_live,14,847,7,21,abhishek,evidence_and_statistics,Rational Appeal,1,,"CoT: Cites concrete poverty statistics (one in five children, 90% of high-poverty counties rural) to justify the 'rural America' framing (evidence_and_statistics).","Of course. I chose those words because across the United States, one in five children grows up in poverty and, of the counties with the highest poverty rates, 90% are rural. Because of circumstances beyond their control, millions of kids never reach their full potential."
8911,20180904-032932_423_live#t016,20180904-032932_423_live,16,847,8,21,abhishek,source_citation,Credibility Appeal,1,,"CoT: Cites the charity's own website as the source for the earlier claims, addressing the Persuadee's implicit skepticism (source_citation).","I agree that children in both settings need help and commend you for your efforts. Admittedly, Save the Children may also have urban programs, but I drew the above information from their website, which you can find at URL Are you still interested in donating a portion of your reward?"
8912,20180904-032932_423_live#t018,20180904-032932_423_live,18,847,9,21,abhishek,donation_procedure_information,Information Provision,1,,CoT: Explains that the Persuadee can specify their donation is earmarked for US efforts within the chat/task mechanics (donation_procedure_information).,"Yes, you should be able to specify that. The researchers will use this chat to determine how much of your reward to donate and will see that you have earmarked it for Save the Children's US efforts."
8913,20180904-032932_423_live#t020,20180904-032932_423_live,20,847,10,21,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Pure closing thanks for the generous $1 donation (gratitude_and_appreciation).,Excellent! Thank you very much for your generous donation!
8914,20180904-060802_653_live#t000,20180904-060802_653_live,0,868,0,20,abhishek,rapport_building,Relational and Interactive,1,,CoT: Greeting with follow-up inquiry ('How are you today?') builds warmth per convention (rapport_building).,Good morning! How are you today?
8915,20180904-060802_653_live#t002,20180904-060802_653_live,2,868,1,20,abhishek,source_related_inquiry,Relational and Interactive,1,,CoT: Directly asks whether the Persuadee has heard of the charity (source_related_inquiry).,Good so far! Today I'm informing people about a charity called Save the Children. Have you heard of them?
8916,20180904-060802_653_live#t004,20180904-060802_653_live,4,868,2,20,abhishek,organization_information,Information Provision,1,,CoT: Neutrally describes the charity's mission without a trust claim (organization_information).,"They are a charity which promotes children's rights, provides relief and helps support children in developing countries"
8917,20180904-060802_653_live#t006,20180904-060802_653_live,6,868,3,20,abhishek,organization_information,Information Provision,1,,CoT: Answers whether the charity is international/local neutrally (organization_information).,It's international. They help all over the world!
8918,20180904-060802_653_live#t008,20180904-060802_653_live,8,868,4,20,abhishek,transparency_and_accountability|evidence_and_statistics,Rational Appeal|Credibility Appeal,2,,"CoT: Answers a trust question with a full overhead breakdown (transparency_and_accountability) using exact percentages (86%/9%/5%) (evidence_and_statistics). Both survive removal test; under Specific-beats-General, logical_appeal is excluded since evidence_and_statistics covers the numerical reasoning.","They're very transparent with how they use their funding. 86% goes directly to their programs, 9% to fundraising, and the remaining 5% to management and general expenses"
8919,20180904-060802_653_live#t010,20180904-060802_653_live,10,868,5,20,abhishek,evidence_and_statistics|emotion_appeal,Rational Appeal|Emotional Appeal,2,,"CoT: Concrete statistic (16,000 children die daily before age 5) cited as proof (evidence_and_statistics). The framing evokes distress about preventable child deaths (emotion_appeal). Both survive removal test.","Every day, 16,000 children die before their 5th birthday, mostly from preventable causes. The charity is trying to change that"
8920,20180904-060802_653_live#t012,20180904-060802_653_live,12,868,6,20,abhishek,evidence_and_statistics,Rational Appeal,1,,CoT: Cites a specific statistic (1 in 80 children must flee home) answering the Persuadee's follow-up question (evidence_and_statistics).,"Yes, mostly. However some children pass due to violence and conflict in their countries. 1 in 80 children worldwide must flee their home in order to escape violence."
8921,20180904-060802_653_live#t014,20180904-060802_653_live,14,868,7,20,abhishek,donation_procedure_information,Information Provision,1,,"CoT: Direct ask tied to donating a portion of HIT earnings, matching the gap convention for donation_procedure_information.","Exactly! Knowing that, would you be willing to donate ANY portion of your earnings for this HIT to the charity to help these children in need?"
8922,20180904-060802_653_live#t016,20180904-060802_653_live,16,868,8,20,abhishek,impact_information|donation_procedure_information,Information Provision,2,,CoT: 'Over 3/4 of it will go directly to helping the children' specifies where a given dollar amount goes (impact_information). The specific $1.00 ask ties to HIT earnings mechanics (donation_procedure_information). Both survive removal test.,Every dollar makes a huge difference! Over 3/4 of it will go directly to helping the children. The remainder will indirectly also go to helping them by fundraising and management. Would you like to donate $1.00 of your earnings?
8923,20180904-060802_653_live#t018,20180904-060802_653_live,18,868,9,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Brief thanks in response to the Persuadee's agreement (gratitude_and_appreciation).,I do! Thank you so much!
8924,20180904-012448_306_live#t000,20180904-012448_306_live,0,888,0,20,abhishek,source_related_inquiry,Relational and Interactive,1,,CoT: Opens by naming the charity and directly asking about prior familiarity (source_related_inquiry).,"Hello, I would like to speak to you about Save The Children . Have you heard of this charity?"
8925,20180904-012448_306_live#t002,20180904-012448_306_live,2,888,1,20,abhishek,organization_information,Information Provision,1,,"CoT: Neutrally lists the charity's programs (early learning, emotional healing, resilience, emergency prep) (organization_information).","I'm not sure if they have a car, but I am happy to tell you more about the foundation. Efforts Focus on Restoring and Improving Early Learning and Education Programs, Helping Children Emotionally Heal, Building Resilience, Preparing for Next Emergency"
8926,20180904-012448_306_live#t004,20180904-012448_306_live,4,888,2,20,abhishek,impact_information,Information Provision,1,,CoT: Specifies a concrete deliverable for a specific dollar amount ('$1 a day... feed a child for a month') (impact_information).,"By people like you, making a a donation of just $1 a day, you can feed a child for a month."
8927,20180904-012448_306_live#t006,20180904-012448_306_live,6,888,3,20,abhishek,transparency_and_accountability,Credibility Appeal,1,,"CoT: Answers a distrust question ('lining pockets?') with an overhead percentage figure, defending financial stewardship (transparency_and_accountability). Specific overhead-answer function outweighs a plain evidence_and_statistics tag per Specific-beats-General logic applied to trust-defusing context.","In fiscal year 2017, 86% of all expenditures went to program services."
8928,20180904-012448_306_live#t008,20180904-012448_306_live,8,888,4,20,abhishek,organization_information,Information Provision,1,,"CoT: Neutrally restates the charity's activities (feed, house, educate) without directly answering the accountability question (organization_information).","They help to feed, house and educate children all around the world."
8929,20180904-012448_306_live#t010,20180904-012448_306_live,10,888,5,20,abhishek,source_citation,Credibility Appeal,1,,CoT: Provides a direct link to financial reports in response to a verification request (source_citation).,You can find reports associated with the financial information by visiting this link: URL s/about-us/resource-library
8930,20180904-012448_306_live#t012,20180904-012448_306_live,12,888,6,20,abhishek,,,0,empty_set,"CoT: Non-answer deflection ('I believe this is still under investigation') to a controversy question; no persuasive content, informational claim, or relational move present. Empty set per convention.",I believe this is still under investigation.
8931,20180904-012448_306_live#t014,20180904-012448_306_live,14,888,7,20,abhishek,minimization_framing|emotion_appeal,Emotional Appeal|Framing and Presentation,2,,CoT: '10 cents' is proposed as a small ask (minimization_framing). 'grown up with the threat of violence and starvation' evokes sympathy/distress about beneficiaries (emotion_appeal). Both survive removal test.,"So are you willing to donate 10 cents today, this money can go to helping children who have grown up with the threat of violence and starvation all of their lives."
8932,20180904-012448_306_live#t016,20180904-012448_306_live,16,888,8,20,abhishek,gratitude_and_appreciation|in_group_appeal,Social Influence|Reciprocity and Exchange,2,,"CoT: 'Cool thank you' thanks the Persuadee for the pledged 10 cents (gratitude_and_appreciation). 'Together, we're changing children's lives and the future we all share' invokes shared we-solidarity (in_group_appeal). Both survive removal test.","Cool thank you. Together, we're changing children's lives and the future we all share."
8933,20180904-012448_306_live#t018,20180904-012448_306_live,18,888,9,20,abhishek,donor_benefit,Reciprocity and Exchange,1,,CoT: 'You should feel proud of the decision you have made today' highlights the personal positive feeling the donor gains (donor_benefit).,You should feel proud of the decision you have made today.
8934,20180831-190413_38_live#t000,20180831-190413_38_live,0,908,0,21,abhishek,,,0,empty_set,CoT: Bare greeting with generic 'How are you?' at opening turn with no persuasion content. Empty set per convention (no distinct rapport inquiry beyond the greeting itself).,Hi! How are you?
8935,20180831-190413_38_live#t002,20180831-190413_38_live,2,908,1,21,abhishek,personal_related_inquiry,Relational and Interactive,1,,"CoT: Asks about the Persuadee's general disposition toward charity, probing personal habits before the pitch (personal_related_inquiry).","I'm good. So, do you like charity?"
8936,20180831-190413_38_live#t004,20180831-190413_38_live,4,908,2,21,abhishek,rapport_building,Relational and Interactive,1,,"CoT: Clarifies the misunderstanding and names the charity casually/playfully ('It's really sweet!'), building warmth before the formal pitch begins (rapport_building).","Charity, as in the act of donating. I\'m thinking about an international non-governmental organization called ""Save the Children"". It\'s really sweet!"
8937,20180831-190413_38_live#t006,20180831-190413_38_live,6,908,3,21,abhishek,organization_information|personal_credibility,Credibility Appeal|Information Provision,2,,"CoT: Describes the mission (children's rights, health/education/safety) neutrally (organization_information). 'I recently just started donating to them' asserts firsthand personal involvement (personal_credibility). Both survive removal test.","They contribute to children's rights to health, education, and safety. They focus in places where children are often neglected, like third-world countries, or inner-cities which are overpopulated. They've been around a long time from what I know, at least the past ten years. I recently just started donating to them."
8938,20180831-190413_38_live#t008,20180831-190413_38_live,8,908,4,21,abhishek,self_modeling|donation_procedure_information|minimization_framing,Social Influence|Framing and Presentation|Information Provision,3,,"CoT: 'I donate monthly, just a small donation of $5' states the Persuader's own habit as example (self_modeling). Explains the $.01-$2 donation range tied to task payment (donation_procedure_information). 'Just a cent... eventually they add up' frames small amounts as sufficient (minimization_framing). All three survive removal test.","I donate monthly, just a small donation of $5, and if you'd like to, you can donate through this chat right now! You can donate any portion of your payment from $.01 to $2! Think of it like all of these mTurk surveys. Just a cent. Eventually they add up! You can donate any portion of your payment for this task or HIT or whatever you'd call it! Think of it as your quick little helping hand."
8939,20180831-190413_38_live#t010,20180831-190413_38_live,10,908,5,21,abhishek,source_citation,Credibility Appeal,1,,CoT: Provides the charity's website link in response to a direct request for verification (source_citation).,Yes they are! Here is the website - URL It truly is a great organization.
8940,20180831-190413_38_live#t012,20180831-190413_38_live,12,908,6,21,abhishek,minimization_framing,Framing and Presentation,1,,CoT: 'Every little bit counts!' frames the donation amount as trivially small while asking again whether the Persuadee wants to donate (minimization_framing).,It's always nice knowing a charity is actually doing something! So would you like to donate to this charity via this chat? Every little bit counts!
8941,20180831-190413_38_live#t014,20180831-190413_38_live,14,908,7,21,abhishek,donation_procedure_information|feasibility_and_ease,Rational Appeal|Information Provision,2,,CoT: Explains the exact procedure for stating a donation amount and how it's deducted (donation_procedure_information). 'It's that easy!' stresses effortlessness (feasibility_and_ease). Both survive removal test.,"You can choose any bit of your payment for taking this HIT or task, so anywhere from $0.01 to $2 (your max payment) and send it in a lone message through this chat. The research team will filter out your donation and subtract it from the funds! It's that easy!"
8942,20180831-190413_38_live#t016,20180831-190413_38_live,16,908,8,21,abhishek,donation_procedure_information,Information Provision,1,,"CoT: Gives a concrete example of how to phrase the donation message, clarifying task mechanics (donation_procedure_information).","You would use actual dollar amount in this case. For example, I would send in the next message { I would like to donate $2 towards Save the Children!}."
8943,20180831-190413_38_live#t018,20180831-190413_38_live,18,908,9,21,abhishek,personal_credibility,Credibility Appeal,1,,CoT: 'I can personally guarantee you that your donation is going straight to a child in need' asserts personal assurance/standing to answer a trust question (personal_credibility).,The research team has guaranteed me that they are working in conjunction with Save the Children. I can personally guarantee you that your donation is going straight to a child in need.
8944,20180831-190413_38_live#t020,20180831-190413_38_live,20,908,10,21,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Pure closing thanks for the $1.72 donation (gratitude_and_appreciation).,Thank you so much! Your donation is so important to the lives of children everywhere.
8945,20180831-100313_532_live#t000,20180831-100313_532_live,0,929,0,22,abhishek,donation_procedure_information,Information Provision,1,,"CoT: Opening ask tied to donating part of the HIT income, matching the gap convention for donation_procedure_information.",I encourage you to donate part of your income from this hit to Save the Children.
8946,20180831-100313_532_live#t002,20180831-100313_532_live,2,929,1,22,abhishek,organization_information,Information Provision,1,,CoT: Neutrally confirms the charity's name in response to a direct question (organization_information).,Save the Children. At least that's what the info from the HIT says.
8947,20180831-100313_532_live#t004,20180831-100313_532_live,4,929,2,22,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Brief affirming acknowledgment ('That would be great') reinforcing the Persuadee's willingness to donate (gratitude_and_appreciation).,That would be great.
8948,20180831-100313_532_live#t006,20180831-100313_532_live,6,929,3,22,abhishek,self_modeling,Social Influence,1,,CoT: States the Persuader's own donation commitment ('I'll give at least half') as example (self_modeling).,"Sure, I'll give at least half."
8949,20180831-100313_532_live#t008,20180831-100313_532_live,8,929,4,22,abhishek,,,0,empty_set,"CoT: Casual acknowledgment with no persuasive, informational, or relational-building content ('I hope this is real and not just part of their test'). Empty set per convention.","Yeah, I hope this is real and not just part of their test."
8950,20180831-100313_532_live#t010,20180831-100313_532_live,10,929,5,22,abhishek,,,0,empty_set,CoT: Bare filler response ('I'm good with anything') with no persuasive or charity content; conversation has drifted off-topic. Empty set per convention.,I'm good with anything
8951,20180831-100313_532_live#t012,20180831-100313_532_live,12,929,6,22,abhishek,,,0,empty_set,CoT: Off-topic filler ('I'm drawing a blank') unrelated to the charity ask. Empty set per convention.,I'm drawing a blank TBH.
8952,20180831-100313_532_live#t014,20180831-100313_532_live,14,929,7,22,abhishek,,,0,empty_set,"CoT: Off-topic small talk about breastfeeding, unrelated to the charity or persuasion. Empty set per convention.",Sure. It's a natural function. You?
8953,20180831-100313_532_live#t016,20180831-100313_532_live,16,929,8,22,abhishek,,,0,empty_set,CoT: Continued off-topic discussion unrelated to Save the Children or any persuasive move. Empty set per convention.,"I don't think there should be any legal rules, although people would probably follow customary standards. I doubt most mothers are interested in drawing attention to it anyway. How about you?"
8954,20180831-100313_532_live#t018,20180831-100313_532_live,18,929,9,22,abhishek,task_clarification,Information Provision,1,,"CoT: Notes the required number of chat turns for HIT payment, discussing task/survey logistics (task_clarification).","Yeah, if anything the danger of issues arising probably comes from creeper dudes trying to get a look. BTW, I think we're getting close to the ten chat turns each that are required for payment."
8955,20180831-100313_532_live#t020,20180831-100313_532_live,20,929,10,22,abhishek,,,0,empty_set,"CoT: Pure closing pleasantry ('Nice talking to you') with no charity content, and no donation was ever pursued after the initial drift off-topic. Empty set per convention.",Nice talking to you.
8956,20180831-053123_578_live#t000,20180831-053123_578_live,0,951,0,20,abhishek,rapport_building,Relational and Interactive,1,,CoT: Greeting with follow-up inquiry ('How are you this morning?') builds warmth per convention (rapport_building).,Hello...How are you this morning?
8957,20180831-053123_578_live#t002,20180831-053123_578_live,2,951,1,20,abhishek,source_related_inquiry,Relational and Interactive,1,,CoT: Directly asks whether the Persuadee is familiar with Save the Children (source_related_inquiry).,I'm great...Speaking of Children are you familiar with the organization Save The Children?
8958,20180831-053123_578_live#t004,20180831-053123_578_live,4,951,2,20,abhishek,personal_credibility|organization_information,Credibility Appeal|Information Provision,2,,CoT: 'I am a member of the organization' asserts personal firsthand standing (personal_credibility). Neutrally describes the charity's mission (organization_information). Both survive removal test.,"I am a member of the organization. Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."
